x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,y
0.424066862,0.039447048,-0.916320919,-0.836920704,1.452616745,1.065171966,-0.140375059,1.352202679,-0.524567014,0.307612668,-98.44800973
-0.347186495,0.77080222,0.256170606,1.193311006,-0.25494697,-0.538760837,-0.771740815,-0.80152759,-0.512534111,-0.497961847,120.4018684
0.852134023,0.885043397,0.003313782,0.588611846,-0.118380256,0.65269752,1.74610532,-0.187092513,-1.356736983,0.3036418,57.52452521
2.200923818,0.21789739,0.782416705,-1.137794331,0.699185252,-0.525183357,-0.260989334,-0.47120304,0.79995243,-0.752921869,-25.94033132
0.27331125,-1.204329827,-0.160904938,-1.188384671,0.169944711,-2.021002321,0.193798714,0.26816695,-0.215567943,1.027070301,-107.1146389
0.460788848,-0.393392438,-0.328830827,1.034799131,0.809054289,0.554254476,-1.084470624,0.99501758,0.835969924,-0.005330573,87.06606202
0.986915193,1.811221387,0.490433417,0.774141316,-0.366755766,-0.460900984,-0.366414158,0.73833686,0.340816394,0.344309828,92.08076584
0.551141902,1.248342161,-1.334286501,-0.758351984,-0.210791318,2.068547584,-1.508890862,0.739479575,1.080448327,1.359426918,-211.4118799
1.494624986,-0.359291091,0.277983277,0.622496539,-0.341823565,-1.269101722,0.266016183,2.673803107,1.339512477,-0.510207804,83.51440827
1.052181263,-1.597325341,-0.038171505,-0.495280949,-1.572782833,0.113866894,1.034011254,-0.191450718,0.473192846,0.244412759,-114.5573566
1.781399717,0.566607833,1.277876521,-0.372775794,-0.874776224,-0.435193332,-0.724914154,0.625110546,-1.380352935,0.70695501,63.58291797
-0.115188329,-1.183085515,0.180305051,-0.956135703,0.335317256,0.822682427,-0.590818348,0.375359696,-0.051509194,1.245041008,-62.18861161
-0.720824713,-1.227721601,0.030063752,0.680299495,-0.891001585,-0.693759539,-0.074913332,1.01165367,0.260707291,1.134425276,50.89734332
0.388647246,-0.268621624,-1.208482204,0.412083465,-0.521766657,-1.848110112,-1.113064101,-0.479353943,-0.186436416,0.433063947,-93.46655299
0.055396912,0.435048372,1.371098814,0.017969915,-0.825769095,-0.744243367,0.565247124,1.278873765,-2.358464142,1.5142476,106.4069542
0.143423188,-1.86181926,-0.139878681,0.488661537,-0.097965732,-2.447495142,-0.523143746,-1.612368118,-0.007774944,-0.771036314,15.77018397
-1.724985434,-2.424264871,0.446446783,-0.105001503,-0.468477651,-0.43117972,-0.753264212,0.435415653,0.140425867,1.104263067,17.2275017
-0.300980312,-0.631437027,0.612332214,-0.97858839,-0.470203339,0.243134655,-1.381591718,-0.518069019,-2.223574168,-1.798214739,-57.53521883
-0.759994528,1.101674679,-0.849317005,0.245900551,1.076617589,2.301517677,-0.264716768,2.031951025,1.25143756,2.064476317,-6.694428884
-1.482231424,1.151665583,-0.070905363,-0.335166973,-1.128634514,0.422324797,-1.744532889,-0.114950931,-0.183540322,-0.690276233,-112.411484
2.189802933,-0.808298285,1.451143608,0.959270826,0.497998291,0.024510174,2.153182458,0.183342006,0.872320637,-0.767347563,271.3807173
1.68600695,2.411640192,-0.850008255,-0.27879498,-0.596772476,-1.383859019,0.067470025,-0.877355735,-0.346973453,0.430013524,-112.8419113
-1.807041395,-0.274845301,0.167570106,1.162259598,0.375455858,0.613770856,-0.539591221,-0.904947833,-1.632014885,0.894910556,151.986301
2.03721064,0.147076827,-1.68727908,0.831211103,0.10254144,-1.124121859,0.871555966,1.380138939,-1.121134013,0.327170553,-64.97061182
0.271859148,-0.13526668,0.738445166,1.387498332,-0.174484169,3.602415024,-0.195999343,-0.885465626,-0.502830894,-0.114941886,197.6332468
1.288210471,0.838146897,-0.720162904,0.070697022,0.013835723,-0.703736957,-0.380468536,0.839247845,0.878205565,0.167650155,-60.50598958
-0.437737322,0.181989883,-0.365677083,0.504270748,-0.814010669,0.33011379,0.521449399,0.306450863,-0.0822537,1.336969074,-18.4159598
-0.868031778,-1.411067608,-1.332976236,-0.978367876,0.475056731,0.95624915,0.657456627,-1.331176797,0.33870386,-2.003684112,-194.2965886
0.381352835,1.365526463,-1.307776565,-0.345104097,0.078007418,1.282794969,0.044062567,0.142377913,1.38866452,-1.835768756,-142.9871229
0.501063248,-0.677362423,-0.048560115,0.763642584,0.447701348,0.21330816,1.618010573,1.547033064,1.084617991,-2.475065283,100.1743734
0.712383345,-0.787661592,0.303692594,1.586197265,0.455902633,-0.765884068,-0.041679778,2.138055212,0.646870465,-1.754758418,199.7791512
-1.259562729,0.357192879,-1.831651229,-0.901103287,2.239965192,-0.204860634,-0.136096459,-0.080987909,-0.549544591,-0.197529337,-166.7240413
0.793537634,1.214872853,-0.313376261,-1.05585564,-1.365626806,-2.769028882,-0.831666596,-0.694668188,1.028813324,1.390570158,-182.6435206
-0.278667945,-0.229514187,0.114033888,1.424089097,1.229381794,0.092366561,-0.980028577,0.388636064,-0.593399569,-0.127640069,204.8010254
-2.265547792,1.113737514,0.140078456,-0.140530528,0.041701005,-0.780467988,-0.021818797,1.169118043,0.481036813,0.126218468,-8.666248278
-0.813259321,-0.389843054,-0.289737087,-0.198581323,0.837853795,0.919560547,0.726263938,0.486936557,-1.930908201,-0.200663143,3.394272941
-0.092599395,-1.868974076,1.511283124,-1.312660561,-0.051918359,0.271940591,1.021458104,1.116979428,0.698399121,0.822342299,23.02228461
0.17165377,1.8540238,-0.171825045,-0.45902325,-0.827892867,0.404747505,0.435358127,0.348198828,0.891078677,0.550303674,-78.16294663
-1.124799201,0.754719239,0.170812854,-0.339043664,0.141572135,0.512030257,-0.060548522,-0.491101519,-0.004766039,-1.107461328,-11.34216755
-0.332283443,1.441772856,-0.343293318,0.996342208,0.055865321,-0.175549875,0.39173569,-0.014812973,-0.51255834,-0.558485161,83.23977164
0.028318376,0.029756139,0.271578837,-1.276748576,0.207687687,0.429618219,-1.08105654,0.681500697,-0.039555154,1.053152853,-89.02382348
-0.326293224,0.023865018,0.765504084,1.093099883,0.971738013,-0.522212227,-0.023133519,-0.257565935,-0.586136264,0.883024558,197.1135475
-0.078939127,-0.667487831,0.370828126,0.656964104,1.271215052,0.468651688,0.710132527,-0.899903835,-0.0328278,1.144786543,152.9134818
-0.373769093,-1.566901408,0.914502275,-1.882583338,0.201054246,-1.021206509,0.026230613,0.085973194,0.667484253,-1.65317784,-86.21316067
1.022036056,-1.56025613,-1.047316627,1.43303262,-2.209349818,1.590840569,-0.469719905,-1.431814697,1.512037142,-1.30145988,-41.33348251
-0.243406475,0.115239867,-0.586744761,0.076732859,1.361760913,1.160082512,0.183454226,0.190210959,0.014381996,0.619349295,21.54354359
1.015612059,1.351234431,0.436283838,-0.010054952,-1.49094031,-2.264218639,1.284280451,0.309081124,-0.740588292,0.072924396,-13.08041595
0.246906063,-1.125197828,1.14336153,0.184858654,-0.770424799,1.617044925,0.252194854,-0.22056594,-2.202913353,-1.970308581,99.58928775
1.521388096,1.260144955,0.868152611,-0.465814222,-0.815087653,1.14712929,-1.698709526,1.560801157,-0.021988836,-2.100250564,14.5754765
0.510678883,-1.609287087,1.28548695,-1.204814341,-0.204785258,0.756594119,-0.093952366,1.031761904,-1.17051493,0.399584553,4.80013067
0.34361829,-1.763040155,-0.115648282,-0.301103696,0.171368281,0.73846658,-1.47852199,1.057122226,-0.460638771,-0.719844208,-27.37697203
-0.195183951,0.409869989,-0.122331052,0.263291248,0.116538428,-0.75323999,1.561870121,-1.665797303,-0.468844654,-0.546183013,17.98501939
0.787068356,0.006417142,-1.453932005,-0.502766321,-1.682252097,-0.695806565,-1.612523488,0.919272581,-0.082831163,1.550372565,-240.9901678
1.181064011,-0.687728122,0.836614897,-1.06623572,1.194744949,-1.664320692,-0.094267148,1.799856823,0.578599346,-0.854377838,0.668294488
1.347090893,-1.473647181,1.003005943,-0.52116069,0.189283742,-0.403067783,1.723093446,-0.239163034,0.164143665,-1.298822379,51.05415622
1.017957052,-1.296048693,-0.855482696,-0.27362761,-1.036329197,0.324345711,-1.05232947,-1.833170452,-1.193375769,-0.475534447,-163.4841422
1.335104617,0.938611079,-0.943705431,-0.505017271,-0.282312042,-0.790623991,-0.163925977,-0.463784371,0.949257302,0.402262345,-161.3283527
-0.021355288,1.215723919,-0.614771114,0.811561325,-1.6905066,-1.176728683,1.152455659,-0.332045636,0.080031089,0.181397737,-43.53556157
0.027999545,-1.060884256,1.154590248,-0.247086497,1.247496724,1.13242311,-1.003476561,1.947256739,-1.365054443,0.988922917,119.4594676
-1.912610843,0.449335053,1.328661405,-1.340122002,-1.116586029,-0.318339189,0.629366903,1.010600853,0.917873303,-1.597393944,-45.16729534
-1.459523374,0.097794783,-0.595052706,0.043083742,1.763537502,0.381726647,-0.647848453,-0.525442991,-0.568469501,0.294698361,13.83845056
0.032835809,1.535630979,1.558628017,-2.193647926,0.579577847,1.444850287,0.461228261,1.546398687,1.756377988,-0.515434865,-30.47808402
0.095344199,-0.263448216,0.260442263,-0.538841856,0.582026567,-0.696771818,-1.008554684,-1.564802771,0.349650047,-1.962625692,-1.173294223
0.265698337,-0.385897619,-0.316420721,-1.053592515,-0.454551176,-0.904820385,-0.386096156,0.33334072,0.591127942,-1.451964087,-144.186166
1.924037844,0.912659138,0.937013937,-1.091880572,2.210959211,1.395861697,1.763519333,0.054777767,-0.304491454,-1.56143226,88.55159438
1.480309601,-1.374965648,-0.612253862,-1.110603718,-0.431545803,0.55243681,0.193486848,1.15176037,0.734845193,0.623120098,-161.17531
-0.002277841,-0.518744527,0.202773647,-2.510596255,-1.145438547,0.344231605,-0.670581549,-2.128014713,1.755446618,0.106099088,-272.0546977
1.585774568,1.055798238,-1.15502984,0.759912843,0.148531016,-0.322676465,-0.996867095,1.203958965,0.648801816,-0.605569655,-37.8961451
-0.492096223,0.639976094,0.20798328,-0.601362679,0.779143806,0.913249686,0.563757359,1.104756382,-0.671881984,-1.646326952,-3.51226673
-0.019063398,1.207288311,1.933632703,-1.137678865,0.357294558,-1.550310586,0.738055412,0.06582268,1.133149537,-0.811599615,100.1088512
-0.18166957,-1.386970448,-1.287223181,0.781511726,1.72633531,-0.825092973,-1.40516386,-0.486695349,0.093309938,-0.315705552,21.03490223
0.190835298,0.344497787,-0.709350038,-0.522783473,-0.66398028,0.416621186,0.580063047,-0.883034587,0.157379444,-2.30221368,-147.1368631
-0.444653839,0.987349972,-0.843934598,0.93259245,-1.615505852,-0.476492678,-0.962632808,-0.791062218,1.386404098,0.663654475,-50.03946473
-0.908024076,-1.412303701,0.241962272,-1.913280245,-0.465729754,-0.463417693,-1.724917833,0.314247333,-1.01283112,-0.562287529,-189.9285289
2.171993209,-0.353705042,-0.856100827,-0.954709834,0.829343925,-0.027947771,-0.266572285,1.830468475,-0.803341975,-0.491879455,-143.6911843
1.188823314,-1.534868109,0.75763789,-0.060659082,-1.084690365,0.512349567,0.501204182,0.182715526,1.045911589,-0.801551501,16.04149161
-1.117638596,-1.040159394,-0.4355109,0.114626418,-0.413705636,0.823120026,-1.378111257,-0.701798016,0.9340682,1.90078194,-64.91848706
1.043995191,0.928790598,-0.819708801,-1.466809465,-1.035230843,-0.28997678,0.14056955,-0.127590681,-0.495322982,-0.862138782,-244.2154979
2.116178536,0.577844528,0.897683676,0.143323395,0.433389489,0.040727332,0.364795269,-0.01928201,0.439752288,0.176031892,102.8056941
0.169532383,0.21449162,0.637429222,0.560503236,1.049033379,0.75638996,-0.99060115,0.028568439,0.830892778,-1.415257925,150.2439989
-0.258958835,-1.561878572,0.59252101,0.630107996,0.146632588,-1.030095076,-0.058607076,0.26652165,0.451547491,-0.240702572,98.41625076
0.025388421,-1.919673156,1.992515353,-0.766656588,1.719377906,-0.605860821,-0.549557136,-0.045411218,-0.38713065,0.859587887,179.95713
-0.517692573,-0.088091244,-0.984993126,0.19868001,-1.405563054,0.022630853,-0.079067342,0.696167997,-0.48083379,-0.57912411,-126.3166271
-0.334529433,-0.288764547,1.103905756,-0.678409744,0.831114781,-0.404175238,1.767130781,-0.454379547,-1.507113346,-1.784216733,76.57294013
-0.605775415,-1.72434368,1.553131204,1.772811724,-0.361597382,-0.882537059,-0.575493435,-0.286872979,-0.55227449,0.577786631,295.4673754
0.108784906,-1.068437486,-0.367143571,1.122969372,-1.610169798,-0.835939776,0.655960552,-0.389762136,-0.416705484,-0.001571807,5.625434602
0.784049337,1.986584314,-0.901406888,1.138857446,-0.175665766,1.18707341,0.801002204,-0.540531968,2.514305095,-1.051741115,8.087393266
0.654688493,0.565200217,0.464487606,-0.359755017,0.63695254,-1.243673114,-0.291332006,-0.28279321,1.19036142,0.470392742,25.15106615
0.186527574,1.10916985,-0.175729296,0.827451084,0.968014464,-1.209087464,0.031891582,1.480024286,0.163944953,0.008676042,98.57873252
-0.882389303,0.549669813,1.109207983,-0.610220693,0.278079596,0.289811196,0.688285108,-0.800391104,1.983272656,-0.830882664,50.81773444
-1.179369122,0.172254386,-0.346426506,-1.611567359,0.224234745,1.855503315,-0.26265952,0.462483624,0.960304796,-0.336386945,-178.4203639
0.385684921,0.301972494,0.94756976,-1.395904584,-0.437293997,-2.490388895,-0.333453176,0.007375192,-0.784276782,0.319661931,-69.11016404
1.271881638,0.520420695,0.105384861,-0.716439896,-0.627106108,0.723820016,-1.089388757,0.013782765,0.955725193,-0.896373651,-76.48347207
0.534547801,0.234039659,0.674733983,-0.072899459,-1.061626945,-1.528938905,0.991512652,0.062834419,-1.333704659,0.357932278,27.63323729
-1.078224544,-0.126553843,0.675401328,0.980671996,1.576224285,0.00634531,0.339733523,0.40848936,0.166529173,-1.66153407,228.9567292
0.19493491,0.013915939,-0.998474629,-0.011088534,-0.046824465,-0.098000922,0.653293963,0.725011446,0.184180528,0.295712118,-107.8766503
1.931507735,0.139308409,0.648940416,1.244789386,-0.047994532,-0.387854524,-0.261547154,0.828875148,-0.183904581,1.888060241,170.312279
-1.560170825,2.117324144,-0.095124878,-1.412075606,0.000223948,-0.962141228,0.165491564,1.272483331,-1.12834157,0.966139661,-151.8578472
-1.203293303,0.021458174,0.054141161,-0.774682187,1.698671306,-0.026756336,-0.020466725,-0.332841929,2.191833141,-0.064248736,11.29069104
-0.76914528,-0.934005502,-0.516709109,-0.219526582,-0.888924809,-0.391267715,0.720013532,-0.351513377,-0.823861311,-0.407660579,-89.90089083
-0.026592523,-0.556282357,-0.023507382,1.255933632,-0.065374208,-0.791646243,0.931032852,-0.404015954,-0.146549617,0.550992241,145.6660803
-0.769502557,0.963132362,-1.393759536,-0.062682343,-0.511774188,0.244672034,1.091813534,-0.70914659,0.242152407,2.266228286,-146.9839066
-1.556760866,1.100960948,-1.263559945,0.217069581,-0.222042569,-0.497696806,0.237003202,-0.333562477,-0.150741569,1.094722884,-106.95385
-0.697031469,0.284839695,-0.491410417,1.346480596,-0.87305256,0.824884038,1.559741947,-0.4309438,0.249736068,-1.1470656,50.00249125
0.05420388,0.195907495,-0.667369699,0.230409535,-1.122931093,1.009230585,0.377751113,-1.877462836,1.862276655,-1.047726901,-69.3400069
-0.1226551,-0.818524806,0.196272338,1.312549194,-2.259386258,-1.54490937,0.344133705,0.328766851,1.583717546,0.623599527,52.17155213
-0.139446276,-0.450189265,0.088657591,0.197315707,1.236130722,0.965397485,-0.617651895,1.203884437,0.61577115,-0.316072856,79.40221558
0.257550391,-0.074445916,-0.342714517,-0.802277269,-0.420645323,-1.415370742,-0.161285712,0.174577813,1.886185901,0.404050857,-120.6679286
-0.141241821,-0.856501957,0.646045343,-1.108174696,0.907979758,-0.588340057,0.682489209,0.403940416,2.333035562,0.289784479,-4.764676024
0.784095596,-0.060406132,0.179127814,-0.648446135,0.494176289,1.21075774,0.030504815,-1.080057475,-0.859386131,-0.537829068,-17.22530886
0.6952675,1.127281123,0.991646378,0.601052935,-1.017245369,-1.292966012,1.386780657,0.426567912,0.296583837,-0.682742845,123.2143886
0.881059516,-1.20288505,0.232169173,0.034104751,1.245467924,-0.382896494,0.010533192,-0.575385923,0.285915932,0.541458547,68.53079776
-0.459605299,-1.063258687,-0.859459723,0.679373171,-0.103587895,1.283354577,-0.304667834,0.005205262,-2.729404385,0.620500899,-3.088353506
0.028375062,-0.437955636,0.320580078,0.537907542,0.888271212,-0.014816292,0.349328909,0.164889961,-0.200410983,0.846219015,132.7780593
-0.483975878,0.43919866,-0.928097757,-0.761113469,-1.257737983,-1.653317478,-0.842129722,1.426184692,-0.907144205,1.020456073,-215.9395297
-0.552790918,-0.595305698,-1.573629022,0.372081479,-0.064203795,-0.990736919,-1.115246536,0.280891127,-0.372064325,-0.278310256,-100.9897592
-0.976366334,-0.280560831,-0.115840617,0.374492303,1.925929815,0.225463154,0.777176406,-0.818209308,0.843943792,0.513408121,104.7248524
0.566540987,-0.6484692,-1.768156912,-0.30067436,0.081844335,1.057960714,0.46330151,-1.224402207,-0.275895721,-0.333047621,-180.8568787
-0.241063222,-0.434033354,0.226542751,1.297916506,0.180468142,-0.813813642,1.262577407,-0.663833103,-0.475484741,-0.057502969,168.5570769
